muRate	SelectionCoeff
5.74869e-05	 3.08643e-05
0.000114164	 0.000116781
0.000256572	 0.000229706
0.000117806	 9.73512e-05
7.12462e-05	 0.000117806
0.0013909	 0.000171709
0.000114164	 0.0022175
0.000386402	 7.12462e-05
0.000299393	 7.10864e-05
0.000325324	 0.000254476
0.000184562	 0.0055451
0.000122306	 0.00010549
0.000211884	 0.000117806
0.0022175	 0.000342897
0.000114164	 0.0022175
0.000386402	 7.12462e-05
0.000299393	 9.62002e-05
0.000159937	 6.08129e-05
0.000183557	 5.92555e-05
0.000250418	 7.80011e-05
8.90394e-05	 0.00195976
0.0022175	 0.000100533
0.000299393	 0.000143898
5.89355e-05	 0.000386402
0.000125136	 0.000404365
2.69344e-05	 0.00154431
0.000187589	 5.74869e-05
4.84902e-05	 0.0022175
0.000130571	 5.98731e-05
0.000342897	 8.30755e-05
0.000134076	 3.91346e-05
7.33972e-05	 0.000325324
0.000159937	 0.000164744
0.000254476	 6.08129e-05
0.000268975	 6.84738e-05
8.90394e-05	 1.77921e-05
0.000596463	 0.000299821
0.000737852	 3.08643e-05
0.000258612	 0.000117806
0.000376958	 8.85925e-05
0.000114164	 0.0055451
0.000122306	 7.12462e-05
0.000211884	 4.61171e-05
0.000101122	 0.000258612
0.0013909	 8.48064e-05
0.000389514	 0.000108438
0.00047456	 0.000261836
0.000100533	 0.000241437
5.89355e-05	 0.000100007
0.000143898	 0.00346634
0.00036574	 6.37232e-05
0.000100533	 0.000258121
5.89355e-05	 2.90399e-05
0.000143898	 0.00125294
0.000117806	 0.000376958
8.85925e-05	 0.000114164
0.00130222	 2.39387e-05
7.12462e-05	 3.10109e-05
0.000188091	 0.000120194
0.000156043	 0.000113821
8.04792e-05	 5.69913e-05
4.61171e-05	 0.000596463
0.000187589	 0.00154431
5.74869e-05	 0.000389514
0.000108438	 5.74869e-05
0.000116781	 0.00125294
0.000258121	 6.37232e-05
0.00154431	 0.000187589
1.77921e-05	 0.00195976
0.000299821	 0.000737852
3.08643e-05	 0.000258612
0.000171125	 0.000100533
0.000143898	 0.000258121
0.00125294	 8.77393e-05
6.37232e-05	 0.000114164
8.64705e-05	 0.000301949
0.000146127	 0.000117806
8.06773e-05	 0.000376958
0.000250418	 8.85925e-05
7.80011e-05	 0.000134076
3.91346e-05	 0.000183557
8.35577e-05	 1.77921e-05
0.000147155	 5.28578e-05
0.00047456	 0.000299821
0.000101072	 0.000161003
4.3279e-05	 0.000120194
0.000376958	 0.000171125
0.000169339	 0.000146127
0.000156043	 9.01083e-05
4.61171e-05	 0.000524927
0.000187589	 0.000108438
0.000256572	 0.000130571
8.30755e-05	 8.48085e-05
0.000163528	 0.000138584
3.60186e-05	 0.000256572
0.000130571	 8.30755e-05
0.000163528	 0.000138584
3.60186e-05	 0.000114164
0.000524927	 0.00047456
0.000147155	 0.000117806
6.2052e-05	 0.000376958
0.000113821	 0.000156043
0.000258121	 0.00125294
8.58881e-05	 6.37232e-05
5.89355e-05	 0.000578105
0.000122306	 0.0055451
0.000143898	 0.000100533
0.000211884	 5.89355e-05
0.000101122	 0.0022175
0.000143898	 0.000100533
0.000299393	 0.000122306
0.000596463	 0.000187589
5.74869e-05	 0.0055451
0.000211884	 0.000376958
8.85925e-05	 0.000258121
4.38742e-05	 3.36313e-05
8.03819e-05	 0.00125294
4.61171e-05	 9.56813e-05
0.000258121	 6.37232e-05
0.0022175	 0.000284768
0.000342897	 0.000134076
0.000364476	 0.0022175
0.000159937	 0.000342897
0.000134076	 3.91346e-05
8.90394e-05	 0.000326316
0.000123076	 0.000268975
8.90394e-05	 5.28578e-05
0.000101072	 0.00125294
0.000258121	 0.00047456
0.000147155	 0.000469183
0.000146127	 0.000156043
0.000113821	 0.000184562
8.82883e-05	 0.000130571
0.000122306	 0.0055451
7.33972e-05	 0.000211884
2.36028e-05	 0.000101122
0.00036574	 0.00065833
0.000258121	 0.000219456
0.000210813	 0.000184562
0.0022175	 0.00010549
0.000299393	 0.000219456
0.000284768	 6.84738e-05
0.000364476	 0.000164744
0.000210813	 0.00346634
0.000364476	 0.00026268
0.000159937	 8.90394e-05
0.000114164	 0.000596463
0.00047456	 0.000117806
6.2052e-05	 0.000103263
0.0013909	 0.000160289
0.000258612	 0.000325324
0.000348663	 0.0022175
0.000261836	 0.000342897
0.000241437	 3.36313e-05
8.03819e-05	 0.00346634
0.00287849	 3.60602e-05
8.24508e-05	 3.60602e-05
9.62002e-05	 9.62002e-05
0.000101072	 0.000211884
0.000122306	 1.77921e-05
0.000181356	 3.08643e-05
0.000258121	 0.000101072
1.77921e-05	 0.000211884
0.000122306	 0.000376958
0.00346634	 0.000241437
0.000184714	 0.000299821
1.77921e-05	 0.000187589
5.74869e-05	 3.08643e-05
0.00130222	 0.000126758
0.000159937	 0.0022175
0.000342897	 0.00130222
3.10109e-05	 0.0055451
6.08129e-05	 0.000220169
0.000159937	 0.000159066
8.90394e-05	 8.79642e-05
5.28578e-05	 0.000404365
0.000376958	 8.85925e-05
0.000114164	 0.0022175
0.000299393	 0.00108664
0.000156043	 8.04792e-05
0.000184562	 0.000159937
0.000183557	 0.0013909
0.000114164	 0.00346634
0.000241437	 0.000578105
4.61171e-05	 4.61171e-05
0.00078913	 0.000130571
8.30755e-05	 7.33972e-05
0.000123076	 0.000184562
0.0055451	 0.00010549
0.000211884	 0.0013232
0.000146127	 0.000143898
5.89355e-05	 0.0013909
0.000130571	 0.000134076
7.33972e-05	 0.000184562
8.82883e-05	 0.000130571
0.000122306	 0.000596463
0.000389514	 0.00125294
0.000116781	 4.61171e-05
0.000108438	 0.00195976
0.000299821	 0.00065833
0.0013909	 3.91346e-05
8.90394e-05	 0.000114164
0.0055451	 0.000211884
0.000116781	 0.000258121
6.37232e-05	 0.000389514
0.000596463	 0.000299821
0.000737852	 0.00195976
0.000299821	 0.000171125
0.000100533	 0.00125294
0.000812397	 0.000171125
0.000101122	 0.000241437
0.000143898	 0.00346634
0.000211884	 0.000389514
0.000156043	 0.00125294
7.83447e-05	 0.00047456
0.00134013	 0.000301949
0.000118118	 0.000524927
0.000211884	 0.000284768
0.0013909	 0.000284768
5.26291e-05	 0.000187589
0.000301949	 0.000118118
0.000241437	 8.03819e-05
0.00346634	 8.64705e-05
0.000299393	 0.000578105
0.000147155	 0.000596463
0.0055451	 0.00154431
4.84902e-05	 6.37232e-05
7.80011e-05	 0.000326316
0.0013232	 5.89355e-05
0.00010549	 0.00346634
0.00027653	 0.000130571
8.30755e-05	 0.000116781
0.000229706	 7.10864e-05
0.000325324	 0.0022175
0.000386402	 0.000181356
0.000299821	 0.000737852
3.08643e-05	 0.000258612
0.000116781	 0.000258612
0.000301949	 0.000118118
0.00346634	 0.000241437
5.89355e-05	 0.000116781
0.000100533	 0.000301949
0.000118118	 0.000156043
0.0022175	 0.000299393
0.00107183	 0.000326316
0.000180329	 0.971278
1.45665	 1.7564
0.621957	 1.64893
0.719901	 0.335235
0.438788	 0.762806
0.341663	 0.915465
0.299068	 1.49662
0.810428	 0.888516
0.501649	 0.636342
0.244956	 0.23504
0.543674	 1.28662
0.971062	 0.884074
0.444258	 0.627426
0.359903	 0.209268
0.333134	 0.761296
0.0511681	 0.311054
0.208758	 0.361405
0.836086	 0.872606
0.621024	 0.853676
0.715568	 0.685587
0.388966	 1.20141
0.889943	 0.61868
0.801998	 0.382345
0.573925	 0.867034
0.631959	 0.751719
0.579797	 0.374937
0.563003	 0.893595
0.573284	 0.200903
0.529161	 0.957338
0.358051	 0.393031
0.517373	 0.46577
0.856442	 0.165515
0.407075	 0.41453
0.202411	 0.130247
0.16254	 0.620305
0.305964	 0.334075
0.991099	 0.455275
0.553282	 0.0425573
0.683752	 1.24196
0.419171	 0.0219141
0.259396	 0.0822873
0.0975739	 0.854546
0.679737	 0.616728
0.429921	 0.894439
0.110546	 0.822831
0.247427	 0.0916727
0.142291	 1.68384
0.879182	 0.167352
0.121113	 0.719294
0.337339	 0.459526
0.714357	 1.10954
0.683846	 0.881302
0.891471	 1.37501
1.03684	 1.42599
0.250343	 0.364018
0.280666	 1.16812
1.3017	 1.32395
1.35089	 0.116491
1.54578	 0.281799
1.15757	 0.224826
2.06443	 1.9852
2.16659	 1.63063
2.22051	 1.9036
0.6069	 0.608793
1.36062	 0.22005
1.19936	 0.0486088
0.230144	 1.02639
0.899696	 1.04977
1.88387	 1.96726
1.1314	 1.26515
1.71689	 2.11913
1.72007	 2.0798
2.08849	 1.54547
0.846571	 1.59731
0.682857	 1.38945
1.10209	 0.81318
0.973235	 1.28401
1.24335	 1.7624
2.18827	 0.110008
0.259116	 1.0649
1.64423	 2.0998
1.41042	 1.03716
1.90752	 1.75975
0.185524	 2.3656
0.947987	 0.593927
2.73472	 0.14746
2.44257	 1.89039
0.160641	 1.51021
0.36036	 0.948925
0.872143	 1.21397
0.940992	 1.88538
0.985683	 0.650128
1.1057	 1.56457
0.742039	 0.32226
1.93925	 0.814257
0.849759	 0.729844
2.07459	 1.6718
0.478499	 0.707943
2.08265	 0.480233
0.382935	 0.83393
0.095148	 0.984239
1.19349	 0.460603
1.15308	 1.17265
0.596436	 0.0536846
0.906633	 0.963757
0.568075	 1.14533
0.885919	 0.898292
0.608001	 1.68591
0.590227	 1.2949
0.367891	 1.11322
0.357318	 0.0412749
0.280605	 1.44754
0.647732	 0.856191
0.829787	 1.49714
1.41792	 0.926651
0.372963	 0.499536
1.24338	 0.333733
0.766893	 0.92324
1.3106	 0.364813
1.41575	 0.288646
1.31404	 0.177172
0.867631	 1.31271
1.83646	 1.88878
2.12339	 0.63967
1.14371	 0.100151
0.0738926	 0.399919
0.5293	 0.401242
0.558784	 0.633797
1.69745	 1.04129
0.18305	 1.535
0.106751	 0.342272
1.46987	 0.481119
0.884846	 0.979574
0.656967	 0.511681
0.0225705	 0.598731
0.293286	 0.843019
0.997676	 0.277638
0.144389	 0.795424
2.70692	 0.886146
0.480947	 0.618934
0.837287	 0.402534
0.363075	 0.598282
0.342951	 0.855647
0.774746	 1.068
0.283726	 0.616811
0.140299	 1.16584
0.435679	 0.503196
1.55108	 0.404865
0.153656	 0.70301
0.64565	 0.343697
1.65759	 0.887545
0.616904	 0.378198
0.626386	 0.721564
0.387025	 0.63867
1.23993	 0.786716
0.888608	 0.59421
1.0099	 0.17459
0.528628	 0.537625
0.98129	 0.818635
0.608342	 0.177625
0.715185	 0.5121
2.78086	 1.27991
0.978422	 0.471355
0.401454	 1.81172
1.71724	 1.10008
1.4542	 0.094895
0.806459	 0.334157
2.87901	 0.895109
0.420436	 0.526322
0.526982	 1.60717
1.74172	 0.081709
0.22325	 1.32643
0.187996	 0.0586194
1.40549	 0.022761
1.75194	 0.572135
0.858628	 0.594862
0.0496603	 2.38421
0.0736114	 0.204623
0.755326	 0.723681
0.0179321	 1.05397
0.263752	 1.78687
0.260717	 1.33658
0.899303	 0.232923
0.204154	 1.25013
0.665596	 0.335646
0.943115	 0.20917
1.20195	 0.615155
0.974386	 0.764721
1.08221	 0.473645
1.34792	 0.617504
0.179669	 1.22436
0.829744	 0.0440404
1.27085	 0.41161
0.672846	 0.707134
0.836245	 1.37368
0.315346	 1.09556
1.15706	 0.346498
0.765825	 2.64736
1.14592	 0.407447
1.09286	 0.771098
1.57237	 0.478662
0.887563	 0.685421
1.00135	 0.814667
1.10528	 0.368534
0.330049	 0.901429
1.80306	 0.74218
0.687805	 0.519198
0.699958	 0.809776
2.39662	 1.04881
0.356527	 0.429334
0.1545	 0.940053
1.66898	 1.92463
1.22048	 0.102789
1.08149	 0.963433
0.158442	 0.191373
0.732181	 0.918296
0.376605	 1.5403
0.801579	 0.73905
1.01543	 2.57968
0.740673	 0.667333
2.07079	 1.05048
1.0895	 0.565994
0.617523	 0.80469
0.588265	 0.788598
1.82414	 1.812
0.33534	 1.07637
0.349644	 1.3478
0.86571	 1.64899
0.784728	 1.22129
0.393987	 0.957849
0.126999	 0.776913
0.67968	 1.32981
1.34435	 0.572703
1.01434	 0.805966
0.703477	 0.596319
0.566641	 0.714008
0.838226	 0.447913
1.00369	 1.81563
0.932908	 0.913446
0.931752	 1.16844
0.705626	 1.96539
0.263453	 0.382911
0.592963	 1.57063
0.572096	 0.887669
1.44322	 0.630112
1.23193	 0.965429
1.13752	 1.02108
0.798663	 1.24076
0.0632871	 0.93871
1.58234	 1.30306
0.606183	 1.3514
1.2044	 1.17755
1.10724	 0.450438
0.856042	 1.26765
0.688681	 1.4165
1.35292	 0.892254
1.06821	 0.453068
1.43627	 0.379729
1.39157	 0.811002
1.59733	 0.510106
1.88594	 1.30752
0.824994	 0.554206
0.893864	 0.329989
1.45819	 1.39999
1.06905	 0.650747
0.909289	 1.10975
0.401363	 1.21301
0.969826	 0.850334
1.91645	 0.77645
0.219206	 0.0340135
0.469461	 0.935493
0.455553	 1.84773
1.69577	 0.722366
0.333984	 0.398525
0.770304	 1.229
0.141405	 1.93768
0.667824	 0.315908
0.522961	 1.44753
0.249768	 0.775812
1.61835	 1.19437
1.67307	 0.218389
0.909745	 1.11889
0.72882	 1.60577
0.952023	 0.474021
1.77219	 0.77984
0.19435	 1.26435
2.04089	 1.5205
1.10519	 0.0290759
1.25669	 1.48041
0.605414	 0.996195
0.436717	 1.1318
0.459279	 1.21594
1.51905	 1.38706
1.32449	 2.0024
0.315896	 0.888385
1.86589	 1.95229
1.70939	 1.04642
1.71093	 2.47733
2.3738	 1.54161
0.775334	 0.925759
1.37377	 0.649244
0.923391	 1.02931
1.07692	 1.43702
0.746888	 0.84415
2.31605	 1.60272
1.5715	 1.92224
0.208855	 0.910709
1.71183	 1.0637
0.816147	 1.71606
0.26215	 1.74542
0.70358	 1.40587
1.42565	 1.71059
1.72293	 0.268847
1.53522	 1.14297
1.64805	 0.993419
1.10902	 1.33192
0.945303	 0.859774
1.75258	 0.948836
1.08908	 0.732201
1.84633	 2.64099
1.27951	 0.602596
1.66123	 1.04177
0.801631	 1.40649
1.76629	 1.07663
0.497619	 0.495893
0.911056	 0.436103
0.727118	 0.219205
1.77993	 2.58359
2.2558	 2.1606
2.35785	 0.860339
1.13186	 1.02699
1.97048	 0.899358
2.41622	 1.25914
1.8243	 0.728521
1.37894	 2.0745
0.784303	 0.897171
1.10903	 1.13403
0.815455	 1.29184
1.19431	 1.35018
1.98637	 1.14516
0.390303	 0.619038
0.808898	 1.67638
2.70292	 1.69463
3.69497	 1.59593
2.82549	 2.28708
3.12529	 1.68212
2.73474	 1.24389
0.635356	 1.27681
0.896989	 0.555968
0.373113	 2.44147
0.391478	 1.66691
4.67466	 0.61956
0.969457	 2.06164
1.00207	 1.56463
1.08166	 0.978834
1.17496	 2.12399
2.83634	 0.823198
0.588371	 1.81679
3.98876	 3.36423
1.50869	 4.58529
3.75165	 2.71966
0.847062	 1.34266
2.00479	 1.9773
2.73612	 4.14016
0.364554	 0.907606
1.90088	 4.1663
4.26098	 3.85942
0.590636	 2.98117
1.80642	 1.14267
1.10087	 0.608988
1.29882	 1.39859
0.796108	 3.64617
1.8997	 1.82189
3.97578	 3.62241
0.923786	 2.24206
1.64404	 0.564316
0.449873	 0.768098
0.637201	 1.11804
0.500277	 0.348114
1.46649	 0.786648
0.168993	 0.862648
1.0358	 1.28994
0.819376	 0.798171
2.68978	 1.01621
0.821052	 2.07691
1.0289	 1.42232
1.95315	 1.22476
2.12089	 1.68103
1.21722	 0.705425
1.05703	 0.604106
0.711307	 2.42558
1.0483	 0.78467
2.2251	 2.14298
1.20202	 0.822203
0.801394	 2.32601
2.16414	 1.53375
2.33047	 0.510046
1.58415	 2.09454
2.04097	 0.941006
1.24603	 1.80826
2.66236	 1.89176
1.02124	 1.4865
1.35305	 1.61972
1.90532	 1.99173
1.91276	 2.17351
0.958265	 2.19281
1.42484	 2.64836
1.19829	 0.115151
2.03685	 3.92424
3.48521	 1.95216
1.38807	 1.2111
1.64573	 2.94243
1.806	 2.05509
1.58912	 4.4526
3.81277	 2.25369
1.89719	 4.42467
4.17078	 1.7627
3.49924	 3.85347
3.98255	 2.10544
1.543	 1.69685
3.0063	 4.43539
4.0038	 4.16233
2.75852	 1.89878
1.95575	 1.36233
3.17085	 1.97471
2.54682	 1.25098
1.42189	 1.09475
1.03401	 3.95711
1.69354	 0.968147
1.04122	 0.949283
3.25049	 3.85968
1.04714	 4.13769
3.56106	 4.09894
1.17504	 1.59539
2.41678	 4.59195
1.56819	 1.93224
3.61819	 4.35744
1.33107	 4.51875
3.35633	 3.64365
4.67556	 4.34258
3.93995	 2.5409
1.61152	 3.56532
1.41906	 3.78361
3.15464	 1.09671
1.21989	 4.72138
4.12573	 3.82405
4.38759	 4.51053
0.811667	 0.279215
3.43173	 4.60257
3.8285	 3.46396
5.0772	 3.9499
2.20514	 2.733
3.91298	 1.77007
1.03051	 0.792179
4.79118	 1.59673
1.51645	 1.00475
1.20052	 1.09089
0.645713	 0.361427
0.611454	 1.55095
1.32066	 3.43845
4.25196	 1.14377
1.24229	 3.59778
1.39189	 3.46491
1.0785	 2.02852
2.924	 2.49048
1.30244	 3.08863
2.14498	 1.83574
0.749641	 1.17305
2.75804	 1.5212
0.146117	 1.95357
5.46452	 4.24228
2.33032	 4.43021
4.04249	 1.85276
1.39969	 1.82406
1.27553	 2.79981
1.73126	 1.77223
1.06739	 3.79907
1.65566	 3.41363
3.282	 2.12255
3.88975	 1.52969
2.64345	 2.33256
1.1254	 1.84738
3.87246	 1.5711
1.61504	 2.09353
1.04032	 4.16436
4.47066	 4.52466
1.78349	 1.88392
3.8545	 1.95013
1.51071	 1.67205
2.15804	 1.9448
1.58025	 4.40735
1.86117	 4.72404
2.31491	 3.32436
1.69517	 0.748575
1.22718	 2.11614
1.32694	 2.01827
3.40585	 2.02354
1.48826	 1.46014
1.63527	 2.83847
3.54397	 0.718961
0.830802	 2.08162
1.75368	 1.34293
2.05274	 3.6477
2.21458	 3.45777
4.63422	 1.78036
2.62602	 2.31283
5.37569	 4.22976
3.37479	 3.0232
2.71368	 3.51292
2.43404	 3.28526
3.07567	 3.31769
3.18501	 1.67894
1.84905	 0.429308
1.91627	 0.466995
1.1113	 2.66501
1.11982	 0.4012
1.05514	 3.34904
2.32679	 3.80722
2.95092	 1.1558
3.92033	 2.86954
3.99898	 0.780208
1.67387	 0.825932
2.05643	 2.16431
0.0723943	 4.45902
0.475323	 4.00765
0.972484	 3.16813
2.42297	 3.60464
1.53682	 4.13833
0.992791	 3.04186
5.26262	 2.77154
2.90466	 4.33157
1.50547	 0.989193
1.84981	 3.21147
4.22636	 0.988782
0.737655	 4.33335
1.1986	 2.47562
0.399273	 1.37829
1.11639	 2.00089
1.75041	 2.46747
2.17649	 2.53816
1.24711	 3.28777
0.978724	 3.452
3.67998	 0.924475
3.95902	 3.83386
2.50858	 1.06798
4.65712	 4.96107
0.512305	 3.81518
4.97843	 3.78744
1.95021	 1.37362
3.78736	 1.02461
2.27713	 2.66256
1.75182	 2.38048
1.43572	 1.90359
1.01197	 0.933679
0.52361	 3.09467
2.21473	 2.76051
1.8397	 1.51104
1.76348	 4.13602
0.243967	 0.0839719
1.93912	 1.93292
2.75443	 1.56134
0.945276	 1.23602
1.03672	 1.65387
2.2714	 1.05289
2.43877	 3.32608
1.4868	 5.20049
2.61328	 4.34031
0.205672	 1.47123
1.05155	 0.688092
0.968287	 1.70664
1.02926	 1.6598
1.17724	 0.491735
2.92726	 2.61119
0.32364	 0.196871
1.31248	 1.51612
3.28817	 1.39331
1.17474	 1.27594
1.86539	 1.6455
1.2451	 4.38911
3.74954	 4.31838
1.00216	 2.70014
3.84538	 1.58228
3.5271	 4.33512
3.19337	 4.9049
1.01304	 1.63206
0.995171	 0.797441
1.2586	 0.104332
4.11556	 2.54681
0.156926	 4.67035
4.21983	 2.51032
2.37351	 1.66818
0.205761	 3.75109
4.40245	 4.47302
4.40401	 5.30452
4.72984	 1.33024
2.89942	 1.16818
2.25586	 2.12927
3.52376	 1.37397
1.77436	 1.23814
3.55802	 1.14528
2.23581	 4.46537
1.66875	 1.77335
1.26168	 1.31157
4.9283	 4.37799
3.63641	 4.56565
4.73797	 4.14026
5.19519	 3.13217
3.05986	 2.68381
1.7034	 3.96688
2.94264	 2.34487
2.24619	 1.64159
1.15304	 2.46314
2.13693	 3.16179
4.30053	 2.45921
2.15736	 1.22873
2.19964	 1.51954
2.82601	 2.22991
1.07161	 2.35095
2.28665	 2.31033
2.40637	 2.23155
1.88155	 2.22905
2.45281	 1.55893
1.50469	 2.2822
1.8317	 2.12117
2.88357	 2.21399
3.10173	 1.73365
2.38372	 2.05783
1.42033	 1.99159
2.26838	 2.60828
0.260823	 1.04246
2.11156	 1.78796
1.32028	 1.44812
2.00189	 3.71213
1.69788	 1.16013
1.73478	 2.02259
2.09704	 2.49409
2.20654	 1.06569
2.38617	 0.598505
1.97964	 2.60983
1.1827	 2.25903
2.89263	 3.60377
0.839096	 0.943758
0.516204	 2.7238
1.40757	 1.28864
4.17927	 3.21046
2.46293	 3.63119
1.2495	 2.06564
1.21836	 2.66304
1.52954	 2.70258
1.02271	 1.05996
0.594405	 2.14045
1.40463	 1.86187
2.7858	 3.40933
2.94129	 2.63387
4.03658	 3.98718
3.69313	 4.67641
1.86682	 4.23428
3.89948	 2.86257
3.731	 5.09363
3.20968	 4.83783
3.94658	 1.23993
0.941255	 4.6933
1.76637	 0.615039
4.15167	 4.21695
4.45262	 2.51118
1.28596	 2.81826
1.56957	 4.48367
1.51663	 2.66313
1.11363	 1.10437
4.45125	 3.40649
2.41513	 4.03151
1.99058	 2.08865
0.950987	 1.60228
1.38676	 1.86841
1.28887	 2.22332
1.13347	 1.21995
1.41459	 1.96547
3.59092	 2.59035
0.117057	 1.35846
1.56684	 2.6155
1.86931	 1.97399
2.45817	 0.94405
2.1614	 1.72029
0.97619	 1.38435
0.17009	 1.7747
2.65443	 1.42296
2.07382	 0.640917
0.677139	 1.3089
0.779553	 0.542968
0.0447268	 0.966
3.60153	 2.11061
2.95849	 2.34016
1.48033	 1.4775
1.2802	 2.36392
1.02089	 0.825813
2.39016	 1.90926
1.18939	 5.02212
4.46068	 4.72291
4.19826	 5.11241
4.40951	 2.76823
2.18921	 1.49964
0.626169	 1.169
1.72978	 2.63212
3.59709	 0.85761
1.18083	 1.05577
1.87844	 1.27899
1.00073	 0.875035
1.82896	 3.78187
1.57816	 1.13522
2.48114	 1.33314
1.28124	 2.99762
1.44242	 2.9802
2.08766	 0.123579
0.787627	 1.39998
2.84635	 2.18224
1.0057	 1.74658
1.24383	 2.26495
1.50194	 0.948865
2.99058	 0.474777
2.79042	 1.66377
4.2584	 1.23502
4.2719	 1.36963
3.00747	 1.72577
3.14906	 2.04775
2.11599	 3.37465
1.8789	 1.5498
3.56654	 3.84328
3.96347	 3.37717
2.7744	 1.05306
3.64338	 2.40252
2.05137	 3.49431
1.14473	 4.09979
2.22102	 1.06742
2.36182	 4.41309
3.95139	 3.9202
3.42297	 2.88867
1.46024	 1.18973
4.19769	 3.56205
3.16659	 4.83977
1.41774	 1.00939
2.45487	 3.43344
2.13194	 1.61891
1.56311	 1.7833
3.8448	 4.33094
1.61986	 2.82916
2.88484	 1.47511
1.17824	 2.14325
2.24232	 1.88006
1.21138	 1.18648
4.26967	 4.49892
1.77089	 4.48187
3.91705	 3.77421
2.76993	 2.02857
1.43099	 1.63768
1.96008	 1.90909
1.89195	 0.728118
2.65102	 2.24062
1.5073	 1.14472
1.2246	 2.49479
1.08475	 1.55913
2.94223	 1.20376
1.81211	 2.8558
2.16558	 1.33587
1.21238	 1.88385
1.06829	 1.38691
2.09629	 2.0883
1.91672	 1.52603
2.44811	 1.98654
2.30425	 1.50001
1.69917	 2.91983
1.26419	 2.3296
2.88658	 1.33694
2.3601	 1.15107
1.64041	 1.92474
1.08621	 1.94181
1.41038	 0.768694
1.21432	 2.00572
1.01427	 1.12778
2.58822	 1.40187
1.08554	 1.0884
1.49117	 1.47161
1.54668	 1.42355
0.790659	 1.32992
1.95192	 2.26909
1.60645	 2.52577
1.40196	 2.77304
2.48382	 1.7661
1.33912	 1.16883
3.7017	 2.29301
1.64814	 1.55005
1.60787	 1.78185
4.01744	 1.69875
1.01032	 3.28022
1.67674	 2.49524
4.39125	 4.66368
3.53698	 1.59583
1.66368	 2.73051
2.0768	 1.18874
3.5459	 1.59365
1.51076	 1.61926
1.12527	 4.13174
4.65851	 1.5925
4.42353	 4.44223
4.58229	 2.26887
1.76396	 4.30579
2.73523	 2.3451
1.07873	 1.1644
2.88346	 2.01674
0.852294	 4.53394
4.91437	 0.100228
3.72285	 4.74677
4.48301	 1.95409
4.11904	 4.35309
2.03948	 2.12215
2.8412	 3.37284
1.32618	 4.03161
3.9758	 4.23729
4.09252	 5.22305
5.39766	 2.54414
1.43825	 4.28156
2.04216	 5.12676
2.46595	 3.22312
3.1361	 3.59483
1.08856	 3.37986
3.37983	 2.0026
2.51995	 3.08735
2.63669	 4.14091
1.32122	 4.4341
4.14906	 4.21168
3.36158	 2.59737
0.398092	 2.63238
4.75858	 4.0505
3.58014	 4.01552
4.39644	 2.38939
1.84554	 1.92683
1.93242	 2.77136
2.04293	 2.0278
4.09721	 1.69869
4.26363	 4.0695
3.8282	 4.28471
4.48016	 3.89158
1.05772	 4.28466
2.28224	 4.61922
3.53479	 4.62218
2.16227	 5.12853
2.54031	 4.81418
4.02118	 4.10649
1.08165	 1.63454
1.57562	 5.15799
1.94259	 1.31822
3.46777	 1.74507
2.04109	 3.6972
2.93981	 5.67967
2.76871	 4.07466
1.33178	 3.61888
2.56846	 3.43836
4.34058	 4.19812
5.48083	 2.94742
1.86227	 2.96732
4.92325	 2.15303
0.870709	 1.42542
1.06775	 3.42042
3.96029	 1.31192
4.37958	 4.27291
2.48301	 1.03684
1.40706	 1.94319
1.8415	 1.15065
3.98491	 1.02506
0.332386	 3.29388
1.50117	 2.48859
1.79028	 3.96262
1.70562	 1.42102
1.93274	 2.00699
1.83038	 4.49075
4.11615	 3.44669
1.51667	 0.782158
3.85451	 1.79522
1.64343	 4.69697
4.04812	 4.02292
1.86875	 1.27201
1.72371	 1.57583
2.47338	 4.15109
1.60049	 1.80396
1.44281	 1.00585
4.47509	 4.4475
5.01528	 2.94406
4.53066	 1.6445
3.27099	 4.34654
4.63044	 3.58402
2.52722	 2.27769
2.11248	 1.37605
1.89323	 1.29362
1.93926	 1.77492
3.43519	 3.8107
2.63256	 1.46849
2.18741	 1.26294
2.03458	 1.61686
1.37528	 1.95485
0.392807	 1.74584
1.99051	 1.88658
1.99674	 1.90727
1.95159	 1.48462
1.63393	 1.89252
1.74917	 1.40581
3.61069	 1.52257
1.67527	 1.33735
2.76171	 0.983931
1.24288	 1.79581
2.61641	 1.92127
0.892515	 2.8264
1.81541	 2.3554
2.26391	 1.44306
1.25416	 4.08774
3.36026	 3.85956
1.98472	 1.97178
2.03936	 4.80119
4.17605	 3.75139
2.15479	 1.48327
3.81074	 1.92208
4.08303	 2.03979
2.52303	 1.09442
1.63098	 2.12232
3.34966	 1.98877
1.63731	 2.74263
1.84669	 2.19685
1.47519	 1.68915
1.68089	 2.47983
2.23174	 3.18728
1.21698	 4.81932
4.32773	 3.84883
4.2891	 3.13195
2.62609	 2.65223
1.7791	 2.61599
2.1611	 3.28274
3.00413	 3.92013
2.33536	 2.39968
2.40893	 4.7463
3.7646	 3.85943
4.88789	 1.89357
4.19923	 4.07993
4.49499	 4.0043
3.69797	 3.36588
4.18997	 1.58822
4.73342	 4.72476
4.27832	 0.572165
4.78149	 2.18422
4.53769	 2.93651
4.57322	 2.63805
5.22791	 5.1295
2.56656	 2.05958
3.30806	 2.89194
3.96565	 2.01196
1.27957	 1.04842
2.14773	 2.69296
3.97977	 1.01006
2.21541	 0.868096
2.23089	 2.15386
